Green,Green,Orange,1.12,1.47,
Yellow,Yellow,Yellow,1.19,1.52,
Red,Red,Red,1.10,1.44,
Green,Green,Green,1.16,1.49,
Yellow,Green,Yellow,1.14,1.47,
Orange,Orange,Orange,1.25,1.46,
Orange,Orange,Orange,1.16,1.50,
Blue,Blue,Red,1.18,1.52,
Blue,Red,Blue,1.08,1.59,
Orange,Orange,Green,1.20,1.45,
Blue,Blue,Blue,1.42,1.98,
Blue,Blue,Blue,1.47,1.93,
Orange,Orange,Orange,1.48,1.98,
Green,Red,Green,1.45,1.91,
Blue,Blue,Blue,1.41,2.01,
Blue,Blue,Blue,1.43,1.97,
Red,Red,Red,1.38,1.95,
Yellow,Yellow,Yellow,1.52,1.92,
Yellow,Yellow,Yellow,1.41,1.84,
Blue,Blue,Blue,1.40,1.88,
Green,Green,Green,0.76,1.09,
Yellow,Yellow,Yellow,0.83,0.91,
Orange,Orange,Orange,0.77,0.97,
Green,Green,Green,0.76,1.01,
Red,Orange,Red,0.76,1.06,
Orange,Orange,Orange,0.70,1.04,
Red,Red,Red,0.74,0.97,
Blue,Blue,Blue,0.78,1.03,
Yellow,Yellow,Yellow,0.77,1.01,
Orange,Orange,Yellow,0.73,0.89,
Green,Green,Yellow,0.54,2.14,
Red,Red,Red,0.56,2.12,
Red,Red,Green,0.72,2.11,
Green,Green,Green,0.65,2.14,
Yellow,Yellow,Orange,0.47,2.12,
Green,Green,Yellow,0.55,2.12,
Green,Orange,Green,0.66,2.12,
Green,Green,Green,0.56,2.08,
Orange,Orange,Yellow,0.56,2.08,
Orange,Orange,Orange,0.63,2.11,
Blue,Blue,Blue,1.02,1.28,
Red,Red,Red,0.95,1.26,
Yellow,Yellow,Yellow,0.96,1.24,
Blue,Blue,Blue,1.02,1.21,
Blue,Blue,Orange,0.95,1.22,
Green,Green,Red,0.95,1.13,
Blue,Blue,Blue,0.93,1.22,
Yellow,Yellow,Yellow,0.97,1.20,
Red,Red,Red,1.06,1.32,
Yellow,Red,Orange,0.94,1.21,
Blue,Blue,Blue,0.95,1.82,
Red,Red,Red,0.91,1.90,
Yellow,Yellow,Yellow,0.96,1.76,
Red,Blue,Red,0.90,1.72,
Green,Green,Red,0.95,1.76,
Yellow,Yellow,Yellow,0.93,1.74,
Orange,Orange,Orange,0.89,1.75,
Orange,Orange,Orange,1.00,1.88,
Green,Green,Green,0.95,1.77,
Blue,Blue,Red,0.95,1.78,
Green,Green,Green,1.28,2.02,
Red,Red,Red,1.32,1.95,
Yellow,Yellow,Green,1.29,1.94,
Orange,Orange,Yellow,1.34,1.92,
Blue,Yellow,Blue,1.27,1.93,
Green,Green,Blue,1.39,2.01,
Orange,Orange,Yellow,1.37,2.02,
Blue,Blue,Blue,1.34,1.97,
Blue,Green,Orange,1.27,2.01,
Green,Green,Green,1.29,2.04,
Red,Red,Blue,1.15,0.85,
Red,Blue,Red,1.27,0.88,
Green,Yellow,Green,1.22,0.80,
Blue,Blue,Orange,1.18,0.77,
Orange,Orange,Orange,1.18,0.83,
Orange,Orange,Yellow,1.18,0.79,
Green,Green,Green,1.23,0.84,
Blue,Blue,Blue,1.23,0.83,
Yellow,Yellow,Blue,1.20,0.80,
Green,Green,Green,1.19,0.74,
Yellow,Yellow,Yellow,1.39,1.72,
Yellow,Yellow,Orange,1.34,1.63,
Green,Green,Blue,1.40,1.72,
Red,Orange,Green,1.41,1.70,
Yellow,Yellow,Yellow,1.43,1.68,
Orange,Orange,Orange,1.37,1.66,
Orange,Orange,Orange,1.45,1.67,
Red,Yellow,Red,1.45,1.61,
Green,Green,Yellow,1.43,1.63,
Blue,Blue,Blue,1.35,1.63,
Green,Orange,Green,1.35,1.55,
Yellow,Yellow,Yellow,1.43,1.71,
Green,Green,Green,1.40,1.69,
Green,Green,Green,1.37,1.63,
Orange,Orange,Orange,1.37,1.54,
Yellow,Red,Yellow,1.33,1.63,
Green,Green,Green,1.36,1.57,
Orange,Orange,Blue,1.37,1.62,
Blue,Blue,Blue,1.41,1.54,
Orange,Orange,Orange,1.50,1.55,
Orange,Orange,Blue,0.55,1.37,
Orange,Orange,Yellow,0.64,1.40,
Yellow,Yellow,Blue,0.63,1.37,
Yellow,Yellow,Yellow,0.58,1.49,
Green,Green,Orange,0.48,1.35,
Blue,Blue,Blue,0.63,1.54,
Red,Red,Red,0.65,1.50,
Blue,Blue,Blue,0.67,1.45,
Blue,Blue,Blue,0.61,1.42,
Green,Green,Green,0.63,1.38,
Green,Blue,Green,0.86,1.18,
Red,Red,Red,0.95,1.10,
Red,Red,Green,0.87,1.16,
Green,Green,Green,0.77,1.13,
Blue,Blue,Blue,0.89,1.22,
Yellow,Yellow,Green,0.84,1.20,
Green,Green,Green,0.83,1.17,
Green,Green,Green,0.87,1.19,
Orange,Green,Yellow,0.88,1.18,
Orange,Orange,Orange,0.88,1.13,
Orange,Orange,Orange,1.08,0.83,
Blue,Blue,Blue,0.95,0.83,
Yellow,Orange,Yellow,0.98,0.88,
Green,Yellow,Green,0.97,0.81,
Blue,Blue,Blue,1.06,0.73,
Red,Red,Red,1.05,0.78,
Red,Red,Red,1.04,0.88,
Blue,Blue,Blue,0.97,0.90,
Red,Orange,Blue,0.98,0.87,
Red,Red,Red,1.01,0.87,
Orange,Orange,Orange,0.99,1.00,
Orange,Orange,Orange,0.88,0.96,
Orange,Yellow,Orange,0.86,1.04,
Yellow,Blue,Blue,0.94,1.02,
Blue,Blue,Yellow,0.82,1.05,
Orange,Orange,Orange,0.87,0.90,
Orange,Blue,Orange,0.79,1.05,
Orange,Orange,Orange,0.77,0.90,
Blue,Blue,Blue,0.86,0.90,
Green,Green,Green,0.87,1.05,
Yellow,Yellow,Yellow,0.98,1.64,
Red,Red,Red,1.07,1.63,
Red,Red,Orange,1.01,1.62,
Blue,Red,Blue,1.03,1.56,
Yellow,Yellow,Green,0.96,1.60,
Orange,Blue,Yellow,0.98,1.76,
Orange,Orange,Orange,1.02,1.60,
Yellow,Green,Yellow,0.98,1.73,
Yellow,Yellow,Yellow,0.91,1.68,
Green,Green,Green,1.03,1.57,
Blue,Blue,Yellow,1.55,1.38,
Green,Green,Green,1.57,1.47,
Blue,Blue,Blue,1.67,1.39,
Orange,Orange,Orange,1.50,1.42,
Red,Red,Red,1.64,1.50,
Orange,Orange,Red,1.65,1.42,
Red,Red,Orange,1.59,1.43,
Yellow,Yellow,Orange,1.59,1.45,
Blue,Red,Blue,1.55,1.35,
Yellow,Yellow,Blue,1.63,1.48,
Yellow,Yellow,Red,1.27,1.56,
Green,Green,Orange,1.32,1.65,
Green,Green,Red,1.23,1.65,
Blue,Blue,Blue,1.18,1.62,
Blue,Blue,Blue,1.24,1.66,
Red,Red,Orange,1.23,1.63,
Blue,Blue,Blue,1.30,1.65,
Yellow,Yellow,Yellow,1.35,1.63,
Blue,Red,Blue,1.22,1.61,
Blue,Blue,Blue,1.30,1.65,
Red,Red,Red,0.92,1.72,
Yellow,Yellow,Yellow,0.88,1.72,
Green,Green,Green,0.95,1.60,
Orange,Orange,Blue,0.91,1.69,
Green,Green,Green,0.85,1.76,
Red,Red,Red,0.95,1.73,
Orange,Red,Orange,0.94,1.77,
Orange,Blue,Blue,0.87,1.81,
Green,Green,Green,0.93,1.71,
Red,Red,Yellow,0.93,1.70,
Green,Green,Green,0.75,1.25,
Orange,Orange,Orange,0.72,1.23,
Yellow,Yellow,Yellow,0.64,1.19,
Yellow,Yellow,Blue,0.77,1.19,
Yellow,Green,Orange,0.69,1.20,
Blue,Blue,Orange,0.67,1.29,
Blue,Blue,Blue,0.70,1.27,
Yellow,Yellow,Red,0.68,1.11,
Yellow,Green,Red,0.72,1.16,
Orange,Orange,Orange,0.77,1.18,
Red,Red,Red,1.70,1.62,
Yellow,Yellow,Yellow,1.69,1.59,
Green,Green,Green,1.64,1.59,
Blue,Blue,Red,1.67,1.59,
Red,Red,Red,1.75,1.61,
Red,Red,Red,1.69,1.62,
Orange,Orange,Orange,1.70,1.60,
Green,Yellow,Green,1.71,1.53,
Blue,Blue,Yellow,1.71,1.67,
Yellow,Red,Yellow,1.80,1.62,
Yellow,Yellow,Yellow,0.49,0.88,
Yellow,Yellow,Yellow,0.50,0.95,
Yellow,Yellow,Yellow,0.50,0.93,
Orange,Orange,Orange,0.54,0.96,
Green,Green,Green,0.60,0.93,
Red,Yellow,Blue,0.62,0.99,
Orange,Orange,Blue,0.57,0.87,
Blue,Blue,Blue,0.45,0.98,
Red,Green,Orange,0.48,0.90,
Yellow,Yellow,Yellow,0.56,0.99,
Green,Blue,Green,1.27,0.83,
Blue,Blue,Green,1.34,0.98,
Green,Green,Green,1.29,0.87,
Yellow,Yellow,Yellow,1.30,0.93,
Blue,Blue,Green,1.15,0.85,
Yellow,Green,Yellow,1.34,0.91,
Red,Red,Green,1.28,0.86,
Yellow,Yellow,Yellow,1.30,0.84,
Green,Green,Green,1.17,0.96,
Orange,Orange,Green,1.32,0.95,
Green,Green,Orange,1.27,1.78,
Green,Green,Green,1.15,1.80,
Green,Green,Green,1.22,1.84,
Green,Green,Green,1.26,1.78,
Red,Orange,Yellow,1.28,1.80,
Orange,Orange,Orange,1.21,1.84,
Yellow,Yellow,Yellow,1.25,1.74,
Green,Green,Green,1.26,1.78,
Blue,Blue,Blue,1.27,1.79,
Blue,Blue,Yellow,1.24,1.77,
Green,Green,Green,0.84,1.69,
Orange,Orange,Yellow,0.90,1.64,
Blue,Blue,Blue,0.90,1.65,
Yellow,Yellow,Yellow,0.85,1.70,
Yellow,Yellow,Orange,0.90,1.73,
Yellow,Yellow,Yellow,0.81,1.70,
Blue,Blue,Blue,0.83,1.63,
Red,Green,Red,0.77,1.68,
Yellow,Yellow,Yellow,0.87,1.64,
Green,Green,Green,0.84,1.64,
Yellow,Yellow,Yellow,0.92,1.18,
Red,Red,Red,0.82,1.22,
Blue,Blue,Blue,0.82,1.25,
Blue,Blue,Blue,0.79,1.28,
Green,Green,Green,0.80,1.33,
Blue,Blue,Blue,0.83,1.20,
Red,Yellow,Red,0.83,1.11,
Orange,Orange,Green,0.77,1.31,
Green,Green,Green,0.80,1.27,
Red,Red,Red,0.72,1.29,
Red,Orange,Red,1.44,1.37,
Orange,Orange,Yellow,1.42,1.35,
Yellow,Yellow,Yellow,1.42,1.41,
Orange,Orange,Red,1.48,1.42,
Yellow,Yellow,Yellow,1.41,1.32,
Green,Green,Green,1.36,1.41,
Red,Red,Blue,1.43,1.43,
Red,Red,Red,1.49,1.42,
Yellow,Yellow,Yellow,1.47,1.41,
Blue,Blue,Blue,1.51,1.38,
Blue,Blue,Blue,1.04,1.00,
Orange,Orange,Green,1.05,1.05,
Red,Red,Red,0.99,1.02,
Orange,Orange,Orange,0.96,1.00,
Red,Red,Red,0.98,0.86,
Yellow,Yellow,Yellow,0.93,0.92,
Orange,Orange,Orange,0.86,1.02,
Green,Green,Orange,0.96,1.07,
Yellow,Yellow,Yellow,0.93,1.03,
Yellow,Yellow,Green,1.02,1.04,
Yellow,Yellow,Green,0.70,1.49,
Yellow,Green,Yellow,0.74,1.50,
Orange,Orange,Orange,0.68,1.49,
Yellow,Yellow,Yellow,0.69,1.51,
Yellow,Yellow,Yellow,0.81,1.46,
Red,Red,Red,0.76,1.49,
Blue,Blue,Blue,0.77,1.37,
Yellow,Yellow,Green,0.72,1.56,
Red,Red,Red,0.80,1.49,
Blue,Red,Blue,0.80,1.55,
Orange,Orange,Orange,0.60,1.07,
Yellow,Yellow,Green,0.59,1.03,
Green,Green,Green,0.50,0.96,
Yellow,Yellow,Yellow,0.57,0.99,
Yellow,Yellow,Orange,0.55,1.05,
Orange,Orange,Yellow,0.52,1.06,
Orange,Orange,Red,0.56,1.10,
Blue,Yellow,Blue,0.59,1.09,
Yellow,Yellow,Red,0.65,1.01,
Blue,Green,Blue,0.52,1.02,
Red,Red,Red,1.21,1.33,
Orange,Orange,Orange,1.23,1.38,
Orange,Orange,Orange,1.26,1.27,
Yellow,Green,Yellow,1.22,1.33,
Green,Green,Red,1.22,1.30,
Red,Red,Red,1.36,1.27,
Yellow,Yellow,Yellow,1.30,1.37,
Yellow,Yellow,Yellow,1.34,1.35,
Red,Red,Red,1.25,1.32,
Blue,Yellow,Blue,1.36,1.36,
